AverageTemperature,City,year,month
28.272,2,1871,6
29.698,2,1871,7
30.208,2,1871,8
25.809,2,1871,9
19.197,2,1871,10
13.132,2,1871,11
9.795,2,1871,12
6.032,2,1872,1
11.962,2,1872,2
15.862,2,1872,3
20.98,2,1872,4
26.073,2,1872,5
28.361,2,1872,6
28.754,2,1872,7
28.37,2,1872,8
25.873,2,1872,9
18.919,2,1872,10
10.351,2,1872,11
7.757,2,1872,12
6.76,2,1873,1
11.93,2,1873,2
16.733,2,1873,3
18.576,2,1873,4
24.653,2,1873,5
26.597,2,1873,6
28.389,2,1873,7
27.971,2,1873,8
25.184,2,1873,9
19.348,2,1873,10
12.832,2,1873,11
10.019,2,1873,12
9.279,2,1874,1
12.007,2,1874,2
16.711,2,1874,3
17.601,2,1874,4
24.338,2,1874,5
27.792,2,1874,6
28.954,2,1874,7
30.484,2,1874,8
24.379,2,1874,9
20.162,2,1874,10
14.925,2,1874,11
9.842,2,1874,12
5.619,2,1875,1
11.117,2,1875,2
15.118,2,1875,3
19.04,2,1875,4
24.744,2,1875,5
28.454,2,1875,6
28.771,2,1875,7
27.987,2,1875,8
24.044,2,1875,9
19.359,2,1875,10
14.189,2,1875,11
11.087,2,1875,12
10.787,2,1876,1
12.312,2,1876,2
14.517,2,1876,3
20.579,2,1876,4
23.998,2,1876,5
26.857,2,1876,6
28.624,2,1876,7
28.845,2,1876,8
24.918,2,1876,9
19.386,2,1876,10
11.973,2,1876,11
6.074,2,1876,12
7.48,2,1877,1
10.217,2,1877,2
16.093,2,1877,3
18.934,2,1877,4
23.815,2,1877,5
27.555,2,1877,6
28.501,2,1877,7
29.295,2,1877,8
25.557,2,1877,9
19.822,2,1877,10
11.326,2,1877,11
10.038,2,1877,12
7.747,2,1878,1
10.955,2,1878,2
15.992,2,1878,3
20.417,2,1878,4
23.934,2,1878,5
27.778,2,1878,6
28.186,2,1878,7
28.094,2,1878,8
24.089,2,1878,9
19.854,2,1878,10
13.949,2,1878,11
6.683,2,1878,12
9.026,2,1879,1
11.184,2,1879,2
18.839,2,1879,3
20.341,2,1879,4
26.573,2,1879,5
27.386,2,1879,6
30.465,2,1879,7
26.745,2,1879,8
24.267,2,1879,9
19.518,2,1879,10
14.845,2,1879,11
11.215,2,1879,12
12.585,2,1880,1
10.655,2,1880,2
15.014,2,1880,3
20.849,2,1880,4
25.192,2,1880,5
28.155,2,1880,6
27.489,2,1880,7
25.707,2,1880,8
23.834,2,1880,9
17.289,2,1880,10
8.943,2,1880,11
8.27,2,1880,12
4.473,2,1881,1
10.121,2,1881,2
15.366,2,1881,3
20.395,2,1881,4
23.593,2,1881,5
28.906,2,1881,6
29.422,2,1881,7
28.722,2,1881,8
25.559,2,1881,9
20.634,2,1881,10
11.904,2,1881,11
9.98,2,1881,12
9.46,2,1882,1
12.982,2,1882,2
16.235,2,1882,3
20.212,2,1882,4
22.797,2,1882,5
27.357,2,1882,6
28.204,2,1882,7
25.753,2,1882,8
23.246,2,1882,9
19.813,2,1882,10
13.274,2,1882,11
8.133,2,1882,12
6.511,2,1883,1
9.509,2,1883,2
15.018,2,1883,3
19.667,2,1883,4
24.358,2,1883,5
27.946,2,1883,6
28.343,2,1883,7
28.209,2,1883,8
24.468,2,1883,9
20.043,2,1883,10
13.562,2,1883,11
10.361,2,1883,12
5.84,2,1884,1
11.98,2,1884,2
16.138,2,1884,3
18.464,2,1884,4
22.784,2,1884,5
27.09,2,1884,6
30.199,2,1884,7
28.216,2,1884,8
26.308,2,1884,9
19.88,2,1884,10
13.011,2,1884,11
8.758,2,1884,12
7.32,2,1885,1
10.51,2,1885,2
14.808,2,1885,3
20.638,2,1885,4
22.816,2,1885,5
27.602,2,1885,6
28.224,2,1885,7
28.221,2,1885,8
24.775,2,1885,9
18.22,2,1885,10
14.179,2,1885,11
9.936,2,1885,12
5.589,2,1886,1
11.131,2,1886,2
14.683,2,1886,3
19.573,2,1886,4
26.073,2,1886,5
27.48,2,1886,6
29.51,2,1886,7
28.96,2,1886,8
24.819,2,1886,9
19.396,2,1886,10
12.152,2,1886,11
8.888,2,1886,12
8.579,2,1887,1
12.12,2,1887,2
16.999,2,1887,3
20.104,2,1887,4
24.078,2,1887,5
27.217,2,1887,6
28.654,2,1887,7
28.4,2,1887,8
25.082,2,1887,9
18.169,2,1887,10
13.245,2,1887,11
6.406,2,1887,12
6.533,2,1888,1
11.658,2,1888,2
13.536,2,1888,3
21.057,2,1888,4
23.32,2,1888,5
27.157,2,1888,6
28.476,2,1888,7
27.83,2,1888,8
24.032,2,1888,9
19.891,2,1888,10
11.622,2,1888,11
10.062,2,1888,12
8.086,2,1889,1
10.415,2,1889,2
14.057,2,1889,3
20.198,2,1889,4
23.616,2,1889,5
26.622,2,1889,6
27.745,2,1889,7
27.739,2,1889,8
22.762,2,1889,9
19.036,2,1889,10
11.019,2,1889,11
14.621,2,1889,12
11.504,2,1890,1
13.686,2,1890,2
16.352,2,1890,3
19.71,2,1890,4
23.983,2,1890,5
25.783,2,1890,6
28.403,2,1890,7
27.882,2,1890,8
24.112,2,1890,9
19.478,2,1890,10
13.69,2,1890,11
10.974,2,1890,12
7.692,2,1891,1
11.876,2,1891,2
13.177,2,1891,3
18.541,2,1891,4
22.439,2,1891,5
26.878,2,1891,6
29.164,2,1891,7
27.588,2,1891,8
25.243,2,1891,9
18.563,2,1891,10
13.575,2,1891,11
8.627,2,1891,12
6.141,2,1892,1
13.191,2,1892,2
13.296,2,1892,3
21.228,2,1892,4
24.964,2,1892,5
27.598,2,1892,6
28.838,2,1892,7
26.517,2,1892,8
24.53,2,1892,9
19.971,2,1892,10
13.211,2,1892,11
8.285,2,1892,12
8.229,2,1893,1
10.313,2,1893,2
14.763,2,1893,3
22.236,2,1893,4
23.923,2,1893,5
27.49,2,1893,6
28.992,2,1893,7
27.864,2,1893,8
26.249,2,1893,9
18.929,2,1893,10
11.949,2,1893,11
11.038,2,1893,12
8.593,2,1894,1
8.185,2,1894,2
15.731,2,1894,3
21.726,2,1894,4
24.508,2,1894,5
26.837,2,1894,6
28.384,2,1894,7
26.658,2,1894,8
24.864,2,1894,9
21.026,2,1894,10
14.524,2,1894,11
10.771,2,1894,12
9.388,2,1895,1
5.868,2,1895,2
15.725,2,1895,3
20.048,2,1895,4
22.808,2,1895,5
26.362,2,1895,6
28.475,2,1895,7
28.438,2,1895,8
26.055,2,1895,9
17.834,2,1895,10
11.63,2,1895,11
8.849,2,1895,12
9.852,2,1896,1
10.996,2,1896,2
15.259,2,1896,3
21.009,2,1896,4
26.086,2,1896,5
28.99,2,1896,6
28.317,2,1896,7
28.746,2,1896,8
25.041,2,1896,9
18.729,2,1896,10
14.772,2,1896,11
9.992,2,1896,12
6.851,2,1897,1
13.164,2,1897,2
17.85,2,1897,3
20.044,2,1897,4
23.231,2,1897,5
26.855,2,1897,6
29.131,2,1897,7
26.891,2,1897,8
24.2,2,1897,9
20.487,2,1897,10
14.664,2,1897,11
7.545,2,1897,12
9.473,2,1898,1
12.77,2,1898,2
15.991,2,1898,3
20.037,2,1898,4
24.502,2,1898,5
26.074,2,1898,6
27.689,2,1898,7
27.889,2,1898,8
25.258,2,1898,9
19.219,2,1898,10
12.286,2,1898,11
5.956,2,1898,12
7.83,2,1899,1
6.356,2,1899,2
16.854,2,1899,3
19.606,2,1899,4
25.383,2,1899,5
25.96,2,1899,6
28.178,2,1899,7
29.488,2,1899,8
25.312,2,1899,9
20.443,2,1899,10
13.918,2,1899,11
8.188,2,1899,12
9.439,2,1900,1
9.864,2,1900,2
14.962,2,1900,3
18.334,2,1900,4
23.286,2,1900,5
27.88,2,1900,6
27.637,2,1900,7
27.602,2,1900,8
26.75,2,1900,9
20.497,2,1900,10
13.783,2,1900,11
8.498,2,1900,12
10.077,2,1901,1
9.538,2,1901,2
14.422,2,1901,3
18.268,2,1901,4
23.353,2,1901,5
27.852,2,1901,6
29.158,2,1901,7
29.552,2,1901,8
25.765,2,1901,9
21.056,2,1901,10
14.914,2,1901,11
8.101,2,1901,12
8.426,2,1902,1
9.776,2,1902,2
16.324,2,1902,3
21.778,2,1902,4
25.164,2,1902,5
28.707,2,1902,6
28.114,2,1902,7
29.129,2,1902,8
24.762,2,1902,9
20.277,2,1902,10
15.66,2,1902,11
9.099,2,1902,12
8.129,2,1903,1
8.163,2,1903,2
13.247,2,1903,3
18.858,2,1903,4
22.452,2,1903,5
23.971,2,1903,6
28.009,2,1903,7
28.068,2,1903,8
23.888,2,1903,9
18.082,2,1903,10
13.195,2,1903,11
9.639,2,1903,12
8.511,2,1904,1
13.726,2,1904,2
19.296,2,1904,3
20.62,2,1904,4
23.365,2,1904,5
26.308,2,1904,6
27.501,2,1904,7
27.671,2,1904,8
24.592,2,1904,9
19.219,2,1904,10
13.061,2,1904,11
9.075,2,1904,12
8.082,2,1905,1
6.278,2,1905,2
16.133,2,1905,3
18.044,2,1905,4
24.082,2,1905,5
26.477,2,1905,6
28.021,2,1905,7
29.139,2,1905,8
26.131,2,1905,9
19.1,2,1905,10
14.775,2,1905,11
6.409,2,1905,12
8.98,2,1906,1
10.178,2,1906,2
14.412,2,1906,3
19.853,2,1906,4
24.087,2,1906,5
28.358,2,1906,6
26.551,2,1906,7
26.575,2,1906,8
24.563,2,1906,9
16.951,2,1906,10
13.569,2,1906,11
12.147,2,1906,12
13.171,2,1907,1
13.062,2,1907,2
20.056,2,1907,3
19.849,2,1907,4
22.254,2,1907,5
27.693,2,1907,6
27.919,2,1907,7
29.103,2,1907,8
26.154,2,1907,9
20.096,2,1907,10
11.302,2,1907,11
10.063,2,1907,12
9.829,2,1908,1
11.211,2,1908,2
18.628,2,1908,3
19.88,2,1908,4
23.791,2,1908,5
28.725,2,1908,6
27.052,2,1908,7
27.1,2,1908,8
24.808,2,1908,9
18.686,2,1908,10
13.286,2,1908,11
10.877,2,1908,12
12.036,2,1909,1
12.696,2,1909,2
16.845,2,1909,3
20.145,2,1909,4
24.586,2,1909,5
28.263,2,1909,6
29.22,2,1909,7
28.744,2,1909,8
24.581,2,1909,9
19.708,2,1909,10
16.757,2,1909,11
6.775,2,1909,12
10.144,2,1910,1
9.796,2,1910,2
17.559,2,1910,3
19.469,2,1910,4
24.152,2,1910,5
28.233,2,1910,6
30.241,2,1910,7
30.636,2,1910,8
27.178,2,1910,9
19.281,2,1910,10
14.87,2,1910,11
9.783,2,1910,12
12.985,2,1911,1
11.961,2,1911,2
17.825,2,1911,3
19.696,2,1911,4
23.071,2,1911,5
28.83,2,1911,6
28.65,2,1911,7
29.522,2,1911,8
27.885,2,1911,9
19.294,2,1911,10
11.307,2,1911,11
7.592,2,1911,12
8.205,2,1912,1
9.188,2,1912,2
13.24,2,1912,3
19.126,2,1912,4
25.008,2,1912,5
25.936,2,1912,6
28.912,2,1912,7
29.684,2,1912,8
25.638,2,1912,9
19.862,2,1912,10
12.543,2,1912,11
7.383,2,1912,12
8.596,2,1913,1
9.62,2,1913,2
13.919,2,1913,3
18.882,2,1913,4
24.308,2,1913,5
25.442,2,1913,6
28.365,2,1913,7
28.355,2,1913,8
23.457,2,1913,9
18.371,2,1913,10
15.757,2,1913,11
8.573,2,1913,12
11.442,2,1914,1
10.475,2,1914,2
13.759,2,1914,3
19.42,2,1914,4
23.576,2,1914,5
26.606,2,1914,6
28.925,2,1914,7
27.947,2,1914,8
25.45,2,1914,9
19.601,2,1914,10
13.624,2,1914,11
6.311,2,1914,12
7.309,2,1915,1
11.961,2,1915,2
10.128,2,1915,3
19.164,2,1915,4
23.887,2,1915,5
28.648,2,1915,6
29.219,2,1915,7
27.462,2,1915,8
25.548,2,1915,9
19.777,2,1915,10
14.834,2,1915,11
10.991,2,1915,12
12.15,2,1916,1
13.265,2,1916,2
19.013,2,1916,3
19.446,2,1916,4
25.131,2,1916,5
29.7,2,1916,6
27.921,2,1916,7
27.283,2,1916,8
24.52,2,1916,9
20.034,2,1916,10
12.927,2,1916,11
9.648,2,1916,12
10.032,2,1917,1
12.357,2,1917,2
15.507,2,1917,3
20.223,2,1917,4
22.696,2,1917,5
28.471,2,1917,6
29.904,2,1917,7
29.746,2,1917,8
25.124,2,1917,9
18.658,2,1917,10
15.168,2,1917,11
9.072,2,1917,12
6.691,2,1918,1
12.456,2,1918,2
18.117,2,1918,3
20.35,2,1918,4
24.234,2,1918,5
28.011,2,1918,6
29.637,2,1918,7
28.829,2,1918,8
23.732,2,1918,9
19.907,2,1918,10
12.261,2,1918,11
8.63,2,1918,12
6.864,2,1919,1
10.115,2,1919,2
14.666,2,1919,3
19.406,2,1919,4
23.203,2,1919,5
25.145,2,1919,6
26.838,2,1919,7
27.938,2,1919,8
24.211,2,1919,9
21.004,2,1919,10
14.001,2,1919,11
8.86,2,1919,12
7.581,2,1920,1
12.558,2,1920,2
14.736,2,1920,3
19.253,2,1920,4
24.577,2,1920,5
26.078,2,1920,6
28.613,2,1920,7
26.77,2,1920,8
26.069,2,1920,9
19.746,2,1920,10
12.7,2,1920,11
9.282,2,1920,12
11.371,2,1921,1
11.902,2,1921,2
18.135,2,1921,3
18.79,2,1921,4
23.505,2,1921,5
26.809,2,1921,6
28.695,2,1921,7
29.15,2,1921,8
27.524,2,1921,9
20.482,2,1921,10
15.896,2,1921,11
12.655,2,1921,12
7.938,2,1922,1
12.875,2,1922,2
15.117,2,1922,3
20.676,2,1922,4
24.684,2,1922,5
25.84,2,1922,6
28.347,2,1922,7
29.166,2,1922,8
25.35,2,1922,9
19.182,2,1922,10
14.121,2,1922,11
12.172,2,1922,12
12.823,2,1923,1
9.552,2,1923,2
12.972,2,1923,3
19.663,2,1923,4
24.821,2,1923,5
27.817,2,1923,6
28.509,2,1923,7
28.67,2,1923,8
25.633,2,1923,9
18.258,2,1923,10
12.537,2,1923,11
9.649,2,1923,12
6.47,2,1924,1
10.021,2,1924,2
13.539,2,1924,3
19.11,2,1924,4
22.132,2,1924,5
28.343,2,1924,6
28.698,2,1924,7
30.123,2,1924,8
24.379,2,1924,9
19.819,2,1924,10
15.975,2,1924,11
8.868,2,1924,12
8.017,2,1925,1
13.785,2,1925,2
18.093,2,1925,3
22.931,2,1925,4
24.427,2,1925,5
28.297,2,1925,6
29.615,2,1925,7
27.544,2,1925,8
25.637,2,1925,9
18.849,2,1925,10
12.998,2,1925,11
6.861,2,1925,12
6.655,2,1926,1
13.446,2,1926,2
14.143,2,1926,3
17.943,2,1926,4
23.128,2,1926,5
27.389,2,1926,6
27.899,2,1926,7
28.49,2,1926,8
27.257,2,1926,9
22.139,2,1926,10
13.061,2,1926,11
9.707,2,1926,12
10.267,2,1927,1
13.798,2,1927,2
15.534,2,1927,3
21.642,2,1927,4
26.633,2,1927,5
26.71,2,1927,6
28.006,2,1927,7
29.09,2,1927,8
26.072,2,1927,9
20.39,2,1927,10
17.419,2,1927,11
6.556,2,1927,12
8.309,2,1928,1
10.657,2,1928,2
16.92,2,1928,3
18.7,2,1928,4
23.758,2,1928,5
29.032,2,1928,6
29.235,2,1928,7
28.538,2,1928,8
24.214,2,1928,9
21.348,2,1928,10
12.61,2,1928,11
9.136,2,1928,12
9.822,2,1929,1
8.909,2,1929,2
16.495,2,1929,3
21.836,2,1929,4
23.634,2,1929,5
28.482,2,1929,6
28.399,2,1929,7
29.258,2,1929,8
25.938,2,1929,9
20.079,2,1929,10
10.744,2,1929,11
9.609,2,1929,12
5.27,2,1930,1
14.331,2,1930,2
13.969,2,1930,3
21.818,2,1930,4
23.997,2,1930,5
26.53,2,1930,6
28.685,2,1930,7
29.401,2,1930,8
27.44,2,1930,9
19.512,2,1930,10
12.88,2,1930,11
7.861,2,1930,12
8.691,2,1931,1
11.799,2,1931,2
12.801,2,1931,3
17.047,2,1931,4
21.832,2,1931,5
26.991,2,1931,6
27.829,2,1931,7
27.48,2,1931,8
27.886,2,1931,9
23.246,2,1931,10
16.089,2,1931,11
8.912,2,1931,12
9.596,2,1932,1
14.352,2,1932,2
13.045,2,1932,3
20.621,2,1932,4
23.675,2,1932,5
28.173,2,1932,6
29.012,2,1932,7
28.561,2,1932,8
22.963,2,1932,9
17.82,2,1932,10
11.468,2,1932,11
7.329,2,1932,12
11.02,2,1933,1
9.86,2,1933,2
16.727,2,1933,3
19.699,2,1933,4
24.909,2,1933,5
27.139,2,1933,6
29.275,2,1933,7
28.189,2,1933,8
27.265,2,1933,9
21.81,2,1933,10
15.093,2,1933,11
12.306,2,1933,12
9.79,2,1934,1
11.812,2,1934,2
14.876,2,1934,3
21.001,2,1934,4
24.876,2,1934,5
29.384,2,1934,6
29.209,2,1934,7
29.459,2,1934,8
26.348,2,1934,9
22.889,2,1934,10
16.055,2,1934,11
10.59,2,1934,12
11.737,2,1935,1
11.211,2,1935,2
18.308,2,1935,3
21.426,2,1935,4
23.167,2,1935,5
26.561,2,1935,6
27.8,2,1935,7
28.908,2,1935,8
23.557,2,1935,9
21.11,2,1935,10
14.18,2,1935,11
9.126,2,1935,12
8.363,2,1936,1
10.704,2,1936,2
17.06,2,1936,3
19.401,2,1936,4
23.684,2,1936,5
28.121,2,1936,6
27.817,2,1936,7
28.628,2,1936,8
25.042,2,1936,9
17.858,2,1936,10
11.896,2,1936,11
10.343,2,1936,12
8.522,2,1937,1
11.713,2,1937,2
13.53,2,1937,3
20.511,2,1937,4
24.503,2,1937,5
28.187,2,1937,6
28.729,2,1937,7
30.046,2,1937,8
26.017,2,1937,9
20.736,2,1937,10
13.057,2,1937,11
9.034,2,1937,12
10.11,2,1938,1
13.766,2,1938,2
18.495,2,1938,3
19.3,2,1938,4
24.549,2,1938,5
28.13,2,1938,6
28.391,2,1938,7
28.484,2,1938,8
25.417,2,1938,9
21.242,2,1938,10
12.93,2,1938,11
9.716,2,1938,12
10.152,2,1939,1
9.807,2,1939,2
17.383,2,1939,3
20.831,2,1939,4
25.41,2,1939,5
28.72,2,1939,6
29.323,2,1939,7
27.62,2,1939,8
26.323,2,1939,9
20.855,2,1939,10
12.096,2,1939,11
11.03,2,1939,12
5.268,2,1940,1
11.013,2,1940,2
16.308,2,1940,3
19.829,2,1940,4
23.623,2,1940,5
25.649,2,1940,6
28.254,2,1940,7
28.053,2,1940,8
24.998,2,1940,9
20.284,2,1940,10
12.48,2,1940,11
10.731,2,1940,12
10.03,2,1941,1
10.78,2,1941,2
12.506,2,1941,3
19.406,2,1941,4
23.588,2,1941,5
26.084,2,1941,6
28.116,2,1941,7
28.59,2,1941,8
25.77,2,1941,9
22.025,2,1941,10
13.604,2,1941,11
10.026,2,1941,12
7.995,2,1942,1
10.351,2,1942,2
14.66,2,1942,3
20.276,2,1942,4
24.039,2,1942,5
28.27,2,1942,6
28.32,2,1942,7
28.232,2,1942,8
23.409,2,1942,9
19.685,2,1942,10
15.694,2,1942,11
10.558,2,1942,12
8.814,2,1943,1
13.235,2,1943,2
14.948,2,1943,3
22.073,2,1943,4
24.954,2,1943,5
27.679,2,1943,6
29.103,2,1943,7
30.932,2,1943,8
24.374,2,1943,9
18.773,2,1943,10
13.039,2,1943,11
7.919,2,1943,12
8.113,2,1944,1
13.008,2,1944,2
15.37,2,1944,3
20.147,2,1944,4
23.526,2,1944,5
27.916,2,1944,6
29.965,2,1944,7
28.874,2,1944,8
24.504,2,1944,9
19.63,2,1944,10
13.863,2,1944,11
7.718,2,1944,12
9.738,2,1945,1
12.333,2,1945,2
17.644,2,1945,3
19.353,2,1945,4
25.021,2,1945,5
28.333,2,1945,6
28.484,2,1945,7
29.353,2,1945,8
26.564,2,1945,9
18.808,2,1945,10
15.329,2,1945,11
8.647,2,1945,12
7.397,2,1946,1
11.8,2,1946,2
17.008,2,1946,3
21.979,2,1946,4
24.084,2,1946,5
26.99,2,1946,6
29.234,2,1946,7
29.361,2,1946,8
26.256,2,1946,9
21.449,2,1946,10
13.98,2,1946,11
10.948,2,1946,12
6.629,2,1947,1
8.525,2,1947,2
13.636,2,1947,3
19.506,2,1947,4
24.366,2,1947,5
28.053,2,1947,6
28.949,2,1947,7
27.623,2,1947,8
26.025,2,1947,9
23.212,2,1947,10
12.772,2,1947,11
9.345,2,1947,12
6.136,2,1948,1
11.059,2,1948,2
15.048,2,1948,3
22.728,2,1948,4
25.89,2,1948,5
29.058,2,1948,6
28.808,2,1948,7
29.499,2,1948,8
24.663,2,1948,9
19.251,2,1948,10
12.455,2,1948,11
11.968,2,1948,12
5.899,2,1949,1
12.476,2,1949,2
16.15,2,1949,3
17.702,2,1949,4
24.893,2,1949,5
27.527,2,1949,6
28.639,2,1949,7
27.322,2,1949,8
25.615,2,1949,9
19.252,2,1949,10
15.018,2,1949,11
10.638,2,1949,12
12.823,2,1950,1
13.617,2,1950,2
16.067,2,1950,3
20.297,2,1950,4
24.937,2,1950,5
27.237,2,1950,6
28.388,2,1950,7
28.079,2,1950,8
25.805,2,1950,9
21.859,2,1950,10
14.052,2,1950,11
9.839,2,1950,12
8.67,2,1951,1
11.5,2,1951,2
15.859,2,1951,3
19.878,2,1951,4
24.737,2,1951,5
28.467,2,1951,6
30.363,2,1951,7
30.27,2,1951,8
26.725,2,1951,9
21.856,2,1951,10
13.051,2,1951,11
11.233,2,1951,12
13.065,2,1952,1
12.795,2,1952,2
14.653,2,1952,3
18.977,2,1952,4
23.717,2,1952,5
28.322,2,1952,6
28.804,2,1952,7
30.973,2,1952,8
25.736,2,1952,9
18.789,2,1952,10
12.941,2,1952,11
9.046,2,1952,12
11.909,2,1953,1
11.532,2,1953,2
18.596,2,1953,3
20.683,2,1953,4
24.872,2,1953,5
30.733,2,1953,6
30.488,2,1953,7
28.865,2,1953,8
25.188,2,1953,9
19.906,2,1953,10
13.364,2,1953,11
7.194,2,1953,12
10.739,2,1954,1
14.336,2,1954,2
15.764,2,1954,3
21.996,2,1954,4
23.512,2,1954,5
27.83,2,1954,6
29.148,2,1954,7
29.172,2,1954,8
27.306,2,1954,9
20.953,2,1954,10
13.957,2,1954,11
11.035,2,1954,12
8.662,2,1955,1
11.077,2,1955,2
16.639,2,1955,3
22.194,2,1955,4
25.327,2,1955,5
27.601,2,1955,6
28.241,2,1955,7
28.293,2,1955,8
26.092,2,1955,9
20.155,2,1955,10
13.461,2,1955,11
10.355,2,1955,12
9.524,2,1956,1
11.427,2,1956,2
16.564,2,1956,3
20.055,2,1956,4
26.146,2,1956,5
29.258,2,1956,6
29.517,2,1956,7
29.488,2,1956,8
26.053,2,1956,9
21.939,2,1956,10
12.785,2,1956,11
10.732,2,1956,12
10.473,2,1957,1
15.575,2,1957,2
15.764,2,1957,3
18.844,2,1957,4
22.91,2,1957,5
27.258,2,1957,6
30.107,2,1957,7
29.837,2,1957,8
25.198,2,1957,9
18.457,2,1957,10
11.524,2,1957,11
11.039,2,1957,12
7.746,2,1958,1
9.575,2,1958,2
12.044,2,1958,3
19.189,2,1958,4
23.664,2,1958,5
28.299,2,1958,6
29.491,2,1958,7
29.254,2,1958,8
25.511,2,1958,9
18.046,2,1958,10
13.797,2,1958,11
8.541,2,1958,12
8.151,2,1959,1
10.889,2,1959,2
14.559,2,1959,3
18.4,2,1959,4
24.951,2,1959,5
27.57,2,1959,6
27.55,2,1959,7
28.609,2,1959,8
26.765,2,1959,9
19.986,2,1959,10
10.733,2,1959,11
10,2,1959,12
8.665,2,1960,1
8.643,2,1960,2
13.408,2,1960,3
20.735,2,1960,4
24.216,2,1960,5
29.102,2,1960,6
28.832,2,1960,7
28.307,2,1960,8
25.73,2,1960,9
21.704,2,1960,10
14.713,2,1960,11
7.229,2,1960,12
6.758,2,1961,1
11.247,2,1961,2
16.705,2,1961,3
20.116,2,1961,4
25.365,2,1961,5
26.949,2,1961,6
27.579,2,1961,7
27.504,2,1961,8
25.908,2,1961,9
20.196,2,1961,10
12.188,2,1961,11
10.089,2,1961,12
6.135,2,1962,1
15.139,2,1962,2
14.032,2,1962,3
20.562,2,1962,4
26.006,2,1962,5
27.671,2,1962,6
29.825,2,1962,7
30.197,2,1962,8
26.713,2,1962,9
22.642,2,1962,10
14.522,2,1962,11
9.143,2,1962,12
6.313,2,1963,1
10.228,2,1963,2
17.217,2,1963,3
23.001,2,1963,4
24.809,2,1963,5
27.959,2,1963,6
29.539,2,1963,7
29.789,2,1963,8
26.317,2,1963,9
21.636,2,1963,10
14.531,2,1963,11
6.089,2,1963,12
7.654,2,1964,1
8.577,2,1964,2
15.593,2,1964,3
21.56,2,1964,4
25.407,2,1964,5
28.051,2,1964,6
29.964,2,1964,7
29.862,2,1964,8
25.59,2,1964,9
18.482,2,1964,10
15.016,2,1964,11
9.235,2,1964,12
10.729,2,1965,1
9.018,2,1965,2
12.685,2,1965,3
21.959,2,1965,4
24.035,2,1965,5
27.002,2,1965,6
29.353,2,1965,7
28.438,2,1965,8
26.546,2,1965,9
19.132,2,1965,10
17.184,2,1965,11
11.419,2,1965,12
6.455,2,1966,1
8.609,2,1966,2
15.636,2,1966,3
20.309,2,1966,4
23.53,2,1966,5
26.6,2,1966,6
29.878,2,1966,7
27.842,2,1966,8
25.271,2,1966,9
18.428,2,1966,10
15.633,2,1966,11
8.415,2,1966,12
8.748,2,1967,1
10.855,2,1967,2
18.798,2,1967,3
23.262,2,1967,4
24.889,2,1967,5
28.81,2,1967,6
29.369,2,1967,7
27.454,2,1967,8
23.588,2,1967,9
19.09,2,1967,10
14.541,2,1967,11
8.118,2,1967,12
8.469,2,1968,1
9.367,2,1968,2
13.211,2,1968,3
19.294,2,1968,4
24.374,2,1968,5
27.516,2,1968,6
27.553,2,1968,7
28.692,2,1968,8
23.819,2,1968,9
21.21,2,1968,10
13.097,2,1968,11
9.089,2,1968,12
10.863,2,1969,1
11.886,2,1969,2
12.415,2,1969,3
20.776,2,1969,4
23.449,2,1969,5
28.588,2,1969,6
30.872,2,1969,7
29.911,2,1969,8
25.791,2,1969,9
19.584,2,1969,10
12.511,2,1969,11
10.747,2,1969,12
7.129,2,1970,1
10.989,2,1970,2
12.893,2,1970,3
20.477,2,1970,4
22.806,2,1970,5
26.56,2,1970,6
28.916,2,1970,7
29.052,2,1970,8
25.163,2,1970,9
17.59,2,1970,10
12.311,2,1970,11
12.436,2,1970,12
11.123,2,1971,1
11.798,2,1971,2
16.349,2,1971,3
19.7,2,1971,4
24.72,2,1971,5
26.592,2,1971,6
27.8,2,1971,7
25.125,2,1971,8
24.472,2,1971,9
19.926,2,1971,10
14.847,2,1971,11
10.949,2,1971,12
10.185,2,1972,1
11.96,2,1972,2
18.6,2,1972,3
22.843,2,1972,4
23.269,2,1972,5
27.346,2,1972,6
27.864,2,1972,7
26.738,2,1972,8
26.137,2,1972,9
20.54,2,1972,10
11.691,2,1972,11
8.69,2,1972,12
6.715,2,1973,1
9.124,2,1973,2
16.652,2,1973,3
18.087,2,1973,4
23.975,2,1973,5
26.53,2,1973,6
27.77,2,1973,7
27.54,2,1973,8
25.482,2,1973,9
20.255,2,1973,10
16.354,2,1973,11
9.628,2,1973,12
9.461,2,1974,1
11.471,2,1974,2
19.081,2,1974,3
20.723,2,1974,4
25.713,2,1974,5
27.915,2,1974,6
28.841,2,1974,7
27.541,2,1974,8
21.93,2,1974,9
19.279,2,1974,10
12.956,2,1974,11
8.593,2,1974,12
9.479,2,1975,1
11.026,2,1975,2
15.688,2,1975,3
19.429,2,1975,4
23.842,2,1975,5
27.369,2,1975,6
26.389,2,1975,7
27.58,2,1975,8
23.198,2,1975,9
19.707,2,1975,10
14.114,2,1975,11
9.636,2,1975,12
7.885,2,1976,1
14.713,2,1976,2
17.041,2,1976,3
20.148,2,1976,4
21.819,2,1976,5
27.603,2,1976,6
25.485,2,1976,7
27.395,2,1976,8
24.586,2,1976,9
15.823,2,1976,10
10.163,2,1976,11
7.701,2,1976,12
6.215,2,1977,1
11.011,2,1977,2
15.223,2,1977,3
18.864,2,1977,4
